#Sección,b,c,Periodo,Fecha,NIF Beneficiario,Beneficiario,Tipo de Adjudicación,Descripción,Importe,Origen
Fiestas,,,4T,2018-12-30,,LA GALLETA SOLIDARIA,,TALLER DE FABRICACIÓN DE GALLETAS,75,
Fiestas,,,4T,2018-12-30,,BRICO DEPOT,,ADQUISICION MATERIAL CARROZA GUIAS DE TORRELODONES,170.15,
Fiestas,,,4T,2018-12-30,,PROCARNAVAL,,PEGAMENTO BARBA REYES MAGOS,5.8,
Fiestas,,,4T,2018-12-30,,BAZAR ORIENTAL ,,IMPERDIBLES Y HORQUILLAS  ,2.7,
Fiestas,,,4T,2018-12-30,,BAZAR ORIENTAL ,,GUANTES REYES,3.2,
Fiestas,,,4T,2018-10-03,,J.L. AJENJO S.L.,,ALQUILER ILUMINACION Y SONIDO TRIBUTO 500 NOCHES EL DIA 17 DE AGOSTO,1936,
Fiestas,,,4T,2018-10-11,,TUHINCHABLENCASA S.L.,,ALQUILER HINCHABLE CON MONITOR EL 22/09/18,325,
Fiestas,,,4T,2018-10-18,,ARZAM S.L.,,ALQUILER CAMERINOS Y SANITARIOS PORTATILES,5411.12,
Fiestas,,,4T,2018-10-18,,ARZAM S.L.,,ALQUILER SANITARIOS PORTATILES FIESTAS PUEBLO,1143.45,
Fiestas,,,4T,2018-12-05,,ILUSQUER S.L.,,ALQUILER Y MONTAJE ARBOL DE NAVIDAD LUMINOSO,1000,
Fiestas,,,4T,2018-12-26,,GRUPO ELECTRO STOCKS SLU,,ALQUILER Y MONTAJE COMPOSICIONES NAVIDEÑAS,3999.99,
Fiestas,,,4T,2018-10-03,,ASOCIACIÓN DE MÚSICOS DE TORRELODONES TOROCKLODONES,,COORDINACION Y ORGANIZACIÓN GENERAL CONCIERTO BANDAS LOCALES _x001C_ERRATA_x001D_ Y _x001C_ETIQUETA NEGRA,2904,
Fiestas,,,4T,2018-10-30,,ASOCIACION PEÑA EL CARRITO,,ORGANIZACION DE EVENTOS EN LAS FIESTAS NTRA SRA DEL CARMEN,682.84,
Fiestas,,,4T,2018-12-13,,SIMARRO CACERES ANDRES,,ESPECTACULO MUCHUPILANDIA,880,
Fiestas,,,4T,2018-12-26,,CLUB ED PATINAJE ARTISTICO TORRELODONES,,ORGANIZACION EVENTO DIA DEL PATIN SOLIDARIO 15/12/2018,200,
Fiestas,,,4T,2018-10-31,,SOCIEDAD GENERAL DE AUTORES Y EDITORES,,ORQUESTA NUEVO VERSALLEs Y ORQUESTA DIAMANTE LOS DIAS 14 Y 15/07/18,714.65,
Fiestas,,,4T,2018-10-31,,SOCIEDAD GENERAL DE AUTORES Y EDITORES,, VARIEDADES DE CONCIERTO EL 15/08/18,269.98,
Fiestas,,,4T,2018-10-31,,SOCIEDAD GENERAL DE AUTORES Y EDITORES,,VARIEDADES DE CONCIERTO TRIBUTO A JOAQUIN SABINA,347.11,
Fiestas,,,4T,2018-10-31,,SOCIEDAD GENERAL DE AUTORES Y EDITORES,,VARIEDADES CONCIERTO ERRATA Y ETIQUETA NEGRA EL 18/08/18,185.13,
Fiestas,,,4T,2018-10-31,,SOCIEDAD GENERAL DE AUTORES Y EDITORES,,VARIEDADES DE CONCIERTO DJ WHITE LION,111.08,
Fiestas,,,4T,2018-10-31,,SOCIEDAD GENERAL DE AUTORES Y EDITORES,,VARIEDADES DE CONCIERTO ROCK AND CHOIR,127.28,
Fiestas,,,4T,2018-10-31,,SOCIEDAD GENERAL DE AUTORES Y EDITORES,,VARIEDADES CONCIERTO CELTAS CORTOS,1118.49,
Fiestas,,,4T,2018-10-31,,SOCIEDAD GENERAL DE AUTORES Y EDITORES,,VARIEDADES CONCIERTO MUCHUPILANDIA,61.71,
Fiestas,,,4T,2018-11-13,,ARANDA SANCHEZ FRANCISCO MANUEL,,MATERIAL ELECTRICO PARA AMPLIACION NACIMIENTO NAVIDEÑO,638.3,
Fiestas,,,4T,2018-12-26,,"SUMINISTROS INTEGRALES LA ROCHA, S.L.",,SUMINISTRO MATERIAL PAPELERIA,139.5,
Fiestas,,,4T,2018-10-03,,R ROMERA ESPECTACULOS SL,,ORGANIZACION FIESTAS MES SEPTIEMBRE,625.17,
Fiestas,,,4T,2018-10-10,,GARCIA ALCANTARA ALEJANDRO,,"EXHIBICION DE GRAFFITI """"FIESTAS LIBRES DE ACOSO SEXUAL""""",980.1,
Fiestas,,,4T,2018-11-13,,R ROMERA ESPECTACULOS SL,,ORGANIZACION FIESTAS MES OCTUBRE,625.17,
Fiestas,,,4T,2018-12-11,,R ROMERA ESPECTACULOS SL,,ORGANIZACION FIESTAS AYTO MES NOVIEMBRE,625.17,
Fiestas,,,4T,2018-12-13,,ASOCIACION DE BELENISTAS HOYO DE MANZANARES,,MONTAJE DE BELEN 2018,1000,
Fiestas,,,4T,2018-12-21,,OLMO ARTURO,,"TORREONES REYES MAGOS, TORREONES DE BELEN Y PLAQUITAS GRABADAS",556.99,
Fiestas,,,4T,2018-12-26,,ANGELES ALJAMA ZAMORANO,,CONFECCION + MATERIAL PANTALONES Y CUBRE-ZAPATOS PARA REYES MAGOS,150,
Hacienda - Intervención,,,4T,2018-12-05,,AYTOS SOLUCIONES INFORMATICAS SLU,,MANTENIMIENTO SICALWIN PERIODO 21/08/18 A 20/11/18,4947.49,
Hacienda - Tesorería,,,4T,2018-10-03,,GESTION TRIBUTARIA TERRITORIAL S.A.U.,, MANTENIMIENTO GTT MES SEPTIEMBRE,7243.36,
Hacienda - Tesorería,,,4T,2018-11-13,,GESTION TRIBUTARIA TERRITORIAL S.A.U.,,MANTENIMIENTO GTT MES OCTUBRE,7243.36,
Hacienda - Tesorería,,,4T,2018-12-11,,GESTION TRIBUTARIA TERRITORIAL S.A.U.,,ALQUILER APLICACION GESTION TRIBUTARIA NOVIEMBRE 2018,7243.36,
Hacienda - Tesorería,,,4T,2018-11-13,,"LA RAZON. AUDIOVISUAL ESPAÑOLA 2000, S.A.",,ANUNCIO EN MÓDULO FINANCIERO ORDENANZAS FISCALES,664.29,
Hacienda - Tesorería,,,4T,2018-10-05,,DATASUR SERVICIOS TECNOLOGICOS SA,,IMPRESION Y TERMOSELLADO PROVIDENCIAS DE APREMIO,128.33,
Hacienda - Tesorería,,,4T,2018-10-19,,MUR CAPELO JOSE ANTONIO,,CURSO SOLEDAD PAVON,3.5,
Hacienda - Tesorería,,,4T,2018-10-26,,BANCO SABADELL,,COMISIONES,110.9,
Hacienda - Tesorería,,,4T,2018-10-26,,BANKIA SA,,COMISIONES,510.91,
Hacienda - Tesorería,,,4T,2018-10-30,,COMUNIDAD DE BIENES RM MADRID. REGISTRO MERCANTIL DE MADRID,,MINUTA REGISTRO MERCANTIL DE MADRID,5.78,
Hacienda - Tesorería,,,4T,2018-10-30,,AMERIGO ALONSO ENRIQUE. REGISTRO PROPIEDAD TORRELODONES,, MINUTA REGISTRADOR DE LA PROPIEDAD DE TORRELODONES,50.9,
Hacienda - Tesorería,,,4T,2018-11-07,,BANCO SABADELL,,COMISIONES,4.21,
Hacienda - Tesorería,,,4T,2018-11-07,,BANKIA SA,,COMISIONES,5,
Hacienda - Tesorería,,,4T,2018-11-13,,DATASUR SERVICIOS TECNOLOGICOS SA,,IMPRESION Y TERMOSELLADO PROVIDENCIAS APREMIO,30.49,
Hacienda - Tesorería,,,4T,2018-11-22,,COMUNIDAD DE BIENES REGISTRO MERCANTIL DE VALENCIA. REGISTRO MERCANTIL VALENCIA,,MINUTA REGISTRO MERCANTIL DE VALENCIA,5.78,
Hacienda - Tesorería,,,4T,2018-11-22,,COMUNIDAD DE BIENES RM MADRID. REGISTRO MERCANTIL DE MADRID,,MINUTA REGISTRO MERCANTIL DE MADRID,99.83,
Hacienda - Tesorería,,,4T,2018-11-22,,CARRASCO SANCHEZ VICTOR MANUEL. REGISTRO MERCANTIL CACERES,,MINUTA REGISTRO MERCANTIL DE CACERES,6.51,
Hacienda - Tesorería,,,4T,2018-11-22,,ROA NONIDE OSCAR MARIA. REGISTRO MERCANTIL DE LEON,,MINUTA REGISTRO MERCANTIL DE LEON,7.24,
Hacienda - Tesorería,,,4T,2018-11-22,,REGISTRO MERCANTIL DE ALICANTE,,MINUTA REGISTRADOR MERCANTIL DE ALICANTE,5.06,
Hacienda - Tesorería,,,4T,2018-11-22,,COMUNIDAD DE BIENES REGISTRO MERCANTIL DE MALLORCA. REG. MERCANTIL PALMA DE MALLORCA,,MINUTA REGISTRO MERCANTIL DE PALMA DE MALLORCA,8.69,
Hacienda - Tesorería,,,4T,2018-11-22,,CAMPO SAMPAYO ALVARO. REGISTRO PROPIEDAD DE RIPOLL,,MINUTA REGISTRO PROPIEDAD DE RIPOLL,10.91,
Hacienda - Tesorería,,,4T,2018-11-22,,COMUNIDAD DE BIENES RM BARCELONA. REGISTRO MERCANTIL DE BARCELONA,,MINUTA REGISTRO MERCANTIL DE BARCELONA,6.51,
Hacienda - Tesorería,,,4T,2018-11-22,,AGUILERA ANEGON GONZALO REGISTRO PROPIEDAD DE DENIA 1,,MINUTA REGISTRO PORPIEDAD DENIA 1,10.91,
Hacienda - Tesorería,,,4T,2018-11-22,,GARCIA TORRECILLAS GARCIA JUAN MANUEL. REGISTRO PROPIEDAD DE VERA,,MINUTA REGISTRADOR DE LA PROPIEDAD DE VERA,21.83,
Hacienda - Tesorería,,,4T,2018-11-22,,MASEDO LAZARO MARIA DOLORES. REGISTRO DE LA PROPIEDAD DE SAN VICENTE DE LA BARQUERA,, MINUTA REGISTRADOR PROPIEDAD CORDOBA,10.91,
Hacienda - Tesorería,,,4T,2018-11-22,,CABELLO DE LOS COBOS Y MANCHA FERNANDO. REGISTRO PROPIEDAD SANT FELIU DE GUIXOLS,,MINUTA REGISTRADOR DE LA PROPIEDAD DE SANT FELIU DE GUIXOLS,10.91,
Hacienda - Tesorería,,,4T,2018-11-22,,LLOPIS RAUSA FERNANDO. REGISTRADOR PROPIEDAD DE SOLSONA,,MINUTA REGISTRADOR DE LA PROPIEDAD DE SOLSONA,10.91,
Hacienda - Tesorería,,,4T,2018-11-22,,DURAN DE LA COLINA EMILIO. REGISTRO PROPIEDAD MADRID 40,,MINUTA REGISTRO PROPIEDAD DE MADRID 40,21.83,
Hacienda - Tesorería,,,4T,2018-11-22,,AMERIGO ALONSO ENRIQUE. REGISTRO PROPIEDAD TORRELODONES,,MINUTA REGISTRO PROPIEDAD DE TORRELODONES,185.54,
Hacienda - Tesorería,,,4T,2018-11-22,,ORTIZ DE PINEDO FERNANDEZ RAQUEL. REGISTRO PROPIEDAD DE SEPULVEDA,,MINUTA REGISTRADOR DE LA PROPIEDAD DE SEPULVEDA,21.83,
Hacienda - Tesorería,,,4T,2018-11-22,,SIGLER LLORET ANTONIO LUIS. REGISTRO DE LA PROPIEDAD DE SEVILLA 9,,MINUTA REGISTRADOR DE LA PROPIEDAD SEVILLA,10.91,
Hacienda - Tesorería,,,4T,2018-12-05,,DEINCA INGENIEROS S.A.,,ASISTENCIA TECNICA AL AREA ECONOMICA,3317,
Hacienda - Tesorería,,,4T,2018-12-05,,BANCO SABADELL,,COMISIONES,28.66,
Hacienda - Tesorería,,,4T,2018-12-10,,BANKIA SA,,COMISIONES,290.81,
Hacienda - Tesorería,,,4T,2018-12-26,,COMUNIDAD DE BIENES RM MADRID. REGISTRO MERCANTIL DE MADRID,,MINUTA REGISTRO MERCANTIL DE MADRID,28.19,
Hacienda - Tesorería,,,4T,2018-12-26,,REGISTRO MERCANTIL DE PONTEVEDRA,,MINUTA REGISTRO MERCANTIL DE PONTEVEDRA,7.24,
Hacienda - Tesorería,,,4T,2018-12-26,,BLANES PEREZ PERFECTO. REGISTRO PROPIEDAD DE ALACANT 1,,MINUTA REGISTRADOR DE LA PROPIEDAD DE ALACANT 1,21.83,
Hacienda - Tesorería,,,4T,2018-12-26,,PONS MIR ANTONIO. REGISTRO DE LA PROPIEDAD DE IBIZA 3,,MINUTA REGISTRADOR DE LA PROPIEDAD DE IBIZA (EIVISSA) 3,10.91,
Hacienda - Tesorería,,,4T,2018-12-26,,GARCIA VALDECASAS ALGUACIL MARIA. REGISTRO PORPIEDAD DE BARCELONA 25,,MINUTA REGISTRADORA DE LA PROPIEDAD DE BARCELONA 25,10.91,
Hacienda - Tesorería,,,4T,2018-12-26,,JARABO RIVERA CESAR. REGISTRO PROPIEDAD PUERTO SANTA MARIA 1,,MINUTA REGISTRADOR DE LA PROPIEDAD DE EL PUERTO DE SANTA MARIA 1,10.91,
Hacienda - Tesorería,,,4T,2018-12-26,,MUÑOZ GARCIA LIÑAN MARIA PALOMA. REGISTRO PROPIEDAD CORDOBA 5,,MINUTA REGISTRADORA DE LA PROPIEDAD DE CORDOBA 5,10.91,
Hacienda - Tesorería,,,4T,2018-12-26,,RODRIGUEZ BUGALLO MARIA PILAR. REGISTRO PROPIEDAD SANTIAGO COMPOSTELA 1,, MINUTA REGISTRADORA DE LA PROPIEDAD DE SANTIAGO DE COMPOSTELA 1,10.91,
Hacienda - Tesorería,,,4T,2018-12-26,,CELDRAN CANTO GEMA MARIA. REGISTRO PROPIEDAD DE EIBAR,,MINUTA REGISTRADORA DE LA PROPIEDAD DE EIBAR,21.83,
Hacienda - Tesorería,,,4T,2018-12-26,,LOPEZ RUIZ MARIA TERESA. REGISTRO PROPIEDAD DE TORRELAGUNA,,MINUTA REGISTRADORA DE LA PROPIEDAD DE TORRELAGUNA,10.91,
Hacienda - Tesorería,,,4T,2018-12-26,,PEREZ Y MARTIN MARIA JOSEFA CAROLINA,,MINUTA REGISTRADORA DE LA PROPIEDAD DE MADRID 8,10.91,
Hacienda - Tesorería,,,4T,2018-12-26,,LACRUZ BESCOS JOSE LUIS. REGISTRO DE LA PROPIEDAD DE MADRID 17,,MINUTA REGISTRADOR DE LA PROPIEDAD DE MADRID 17,10.91,
Hacienda - Tesorería,,,4T,2018-12-26,,PASTORA PAJIN COLALDA MARIA PAZ. REGISTRO PROPIEDAD GIJON 5,,MINUTA REGISTRADORA DE LA PROPIEDAD DE GIJON 5,10.91,
Hacienda - Tesorería,,,4T,2018-12-26,,HERNANDEZ RODRIGUEZ FRANCISCO JAVIER REGISTRO PROPIEDAD SEGOVIA 1,,MINUTA REGISTRADOR DE LA PROPIEDAD DE SEGOVIA 1,21.83,
Hacienda - Tesorería,,,4T,2018-12-26,,MEDINA FUENTES ELISEO REGISTRO PROPIEDAD LORA DEL RIO,,MINUTA REGISTRADOR DE LA PROPIEDAD DE LORA DEL RIO,10.91,
Hacienda - Tesorería,,,4T,2018-12-26,,PINEDA LAZARO MARA ANGELES. REGISTRO PROPIEDAD DE MONCADA 2,,MINUTA REGISTRADORA DE LA PROPIEDAD DE MONCADA 2,10.91,
Hacienda - Tesorería,,,4T,2018-12-26,,VILLAN QUILEZ MARI ANGELES. REGISTRO PROPIEDAD ZARAGOZA 14,,MINUTA REGISTRADORA DE LA PROPIEDAD DE ZARAGOZA 14,10.91,
Hacienda - Tesorería,,,4T,2018-12-28,,AMERIGO ALONSO ENRIQUE. REGISTRO PROPIEDAD TORRELODONES,,MINUTA REGISTRADOR DE LA PROPIEDAD DE TORRELODONES,50.9,
Hacienda - Tesorería,,,4T,2018-12-28,,AMERIGO ALONSO ENRIQUE. REGISTRO PROPIEDAD TORRELODONES,,MINUTA REGISTRADOR DE LA PROPIEDAD DE TORRELODONES,116.35,
Hacienda - Tesorería,,,4T,2018-12-28,,AMERIGO ALONSO ENRIQUE. REGISTRO PROPIEDAD TORRELODONES,, MINUTA REGISTRADOR DE LA PROPIEDAD DE TORRELODONES,50.9,
Hacienda - Tesorería,,,4T,2018-12-28,,AMERIGO ALONSO ENRIQUE. REGISTRO PROPIEDAD TORRELODONES,,MINUTA REGISTRADOR DE LA PROPIEDAD DE TORRELODONES,583.04,
Hacienda - Tesorería,,,4T,2018-12-28,,AMERIGO ALONSO ENRIQUE. REGISTRO PROPIEDAD TORRELODONES,,MINUTA NOTAS SIMPLES REGISTRADOR DE LA PROPIEDAD DE TORRELODONES,371.08,
Hacienda - Tesorería,,,4T,2018-12-28,,MAILING ANDALUCIA SA,,"SUMINISTRO DE PAPEL IMPRESO A DOBLE CARA, PLAGADO Y CLASIFICADO",40.5,
Informática,,,4T,2018-11-13,,"SERPROSA COMERCIALIZADORA, S.A.",,ALQUILER IMPRESORAS SAMSUNG SL-X7500GX PERIODO: 03/04/18 A 27/05/18,1684.32,
Informática,,,4T,2018-11-13,,"SERPROSA COMERCIALIZADORA, S.A.",,ALQUILER IMPRESORAS  PERIODO: 03/05/18 A 27/06/18,1684.32,
Informática,,,4T,2018-11-13,,"SERPROSA COMERCIALIZADORA, S.A.",,ALQUILER IMPRESORAS   PERIODO:03/06/18 A 27/07/18,1684.32,
Informática,,,4T,2018-11-13,,"SERPROSA COMERCIALIZADORA, S.A.",,ALQUILER IMPRESORA PERIODO: 04/08/18 A 27/09/18,1684.32,
Informática,,,4T,2018-11-13,,"SERPROSA COMERCIALIZADORA, S.A.",,ALQUILER IMPRESORA  PERIODO: 04/07/18 A 27/08/18,1684.32,
Informática,,,4T,2018-12-13,,"SERPROSA COMERCIALIZADORA, S.A.",,ALQUILER IMPRESORAS SAMSUNG MES NOVIEMBRE 2018,1684.32,
Informática,,,4T,2018-12-28,,"SERPROSA COMERCIALIZADORA, S.A.",,ALQUILER IMPRESORAS SAMSUNG MES DICIEMBRE 2018,1684.32,
Informática,,,4T,2018-12-11,,"RETEVISION I, S.A.",,MANTENIMIENTO TDT PERIODO 01/07/18 A 30/09/18,2054.73,
Informática,,,4T,2018-11-13,,"SERPROSA COMERCIALIZADORA, S.A.",,ALQUILER IMPRESORA EDIFICIO TORREFORUM  PERÍODO 01/03/18 A 22/03/18,675.14,
Informática,,,4T,2018-11-13,,"SERPROSA COMERCIALIZADORA, S.A.",,"ALQUILER IMPRESORA: C/CUDILLEROS,6- PERÍODO 01/05/18 A 07/06/18",782.66,
Informática,,,4T,2018-11-13,,"SERPROSA COMERCIALIZADORA, S.A.",,"ALQUILER IMPRESORA: C/CUDILLEROS,6- PERÍODO 08/06/18 A 05/07/18",812.96,
Informática,,,4T,2018-11-13,,"SERPROSA COMERCIALIZADORA, S.A.",,"ALQUILER IMPRESORA: C/CUDILLEROS,6- PERÍODO 06/07/18 A 25/09/18",1496.94,
Informática,,,4T,2018-12-11,,"SERPROSA COMERCIALIZADORA, S.A.",,MANTENIMIENTO IMPRESORAS SAMSUNG PERIODO 06/07/18 A 30/11/18,1533.88,
Informática,,,4T,2018-12-28,,"SERPROSA COMERCIALIZADORA, S.A.",,ACTUALIZACION DE FUNCIONALIDADES Y PRESTACIONES FOTOCOPIADORA DE REGISTRO,1618.92,
Informática,,,4T,2018-10-11,,"DISTRIBUIDORA DE SERVICIOS ANTIVIRUS, S.L.",,MCAFEE CEB - SERVICIO SOPORTE TECNICO  TRIMESTRAL: 4/4 JUN,1380.44,
Informática,,,4T,2018-10-24,,"DISTRIBUIDORA DE SERVICIOS ANTIVIRUS, S.L.",,"MCAFEE CEB - SERVICIO SOPORTE TECNICO , TRIMESTRAL: 1/4 SEPT,",1380.44,
Informática,,,4T,2018-12-28,,"DISTRIBUIDORA DE SERVICIOS ANTIVIRUS, S.L.",,MCAFEE CEB SERVICIO SOPORTE TECNICO TRIMESTRAL 2/4 DICIEMBRE 2018,1380.44,
Informática,,,4T,2018-10-03,,"ORACLE IBÉRICA, S.R.L.",,SOFTWARE UPDATE LICENSE & SUPPORT PERIODO 16/09/18 A 15/09/19,3472.81,
Informática,,,4T,2018-12-26,,ABACO CE INFORMÁTICOS SL,,"IMPORTE 1270,50 SEGUNDAS LICENCIAS WCRONOS",1270.5,
Informática,,,4T,2018-11-13,,"ASENGA LOGISTICA, SLU",,COMPRA TONER PARA DEPARTAMENTOS,216.76,
Informática,,,4T,2018-11-13,,"ASENGA LOGISTICA, SLU",,"IMPORTE 26,43 COMPRA TONER",26.43,
Informática,,,4T,2018-11-13,,"ASENGA LOGISTICA, SLU",,"COMPRA MEMORIA USB 3,0 STORE""""N""""GO V3 16GB",119.85,
Informática,,,4T,2018-12-21,,"ASENGA LOGISTICA, SLU",,COMPRA TONER,375.78,
Informática,,,4T,2018-10-10,,FREE TECHNOLOGIES EXCOM SL,,MANTENIMIENTO WIFI PABELLON IN SITU CON REPOSICION DE EQUIPAMIENTO PERIODO OCTUBRE A DICIEMBRE,320.4,
Informática,,,4T,2018-10-10,,FREE TECHNOLOGIES EXCOM SL,, MANTENIMIENTO WIFI PABELLON CON REPOSICION DE EQUIPAMIENTO PERIODO OCTUBRE DICIEMBRE,320.4,
Informática,,,4T,2018-10-10,,AC CAMERFIRMA SA,,"CE-SELLO,ELECTRONICO NIVEL MEDIO (PSC) SW - 3 AÑOS",1452,
Informática,,,4T,2018-10-10,,AC CAMERFIRMA SA,, MANTENIMIENTO SERVICIOS DE CERTIFICACIÓN DIGITAL PERIODO 2016,907.5,
Informática,,,4T,2018-10-10,,AC CAMERFIRMA SA,,MANTENIMIENTO SERVICIOS DE CERTIFICACIÓN DIGITAL PERIODO 2017,665.5,
Informática,,,4T,2018-12-13,,AC CAMERFIRMA SA,, MANTENIMIENTO SERVICIOS CERTIFICACION DIGITAL EJERCICIO 2018,665.5,
Informática,,,4T,2018-10-24,,ADD4U SOLUCIONES PARA GESTION Y DESARROLLO S L,,MANTENIMIENTO GESTDOC MES SEPTIEMBRE,3148.42,
Informática,,,4T,2018-11-21,,ADD4U SOLUCIONES PARA GESTION Y DESARROLLO S L,,MANTENIMIENTO GESTDOC MES OCTUBRE,3148.42,
Informática,,,4T,2018-12-11,,ADD4U SOLUCIONES PARA GESTION Y DESARROLLO S L,, MANTENIMIENTO GESTDOC MES NOVIEMBRE 2018,3148.42,
Informática,,,4T,2018-10-24,,ASAC COMUNICACIONES,,SERVICIO BASE DATOS ORACLE PERIODO 01/07/18 A 30/09/18,1013.38,
Informática,,,4T,2018-10-10,,FREE TECHNOLOGIES EXCOM SL,,SERVICIO INTERNET PLAZA Y PABELLON PERIODO ABRIL A JUNIO 2018,525.18,
Informática,,,4T,2018-10-10,,FREE TECHNOLOGIES EXCOM SL,,MANTENIMIENTO PLAZA IN SITU PERIODO ABRIL A JUNIO 2018,320.4,
Informática,,,4T,2018-10-10,,FREE TECHNOLOGIES EXCOM SL,,MANTENIMIENTO RADIO PERIODO ABRIL A JUNIO 2018,217.8,
Informática,,,4T,2018-10-10,,FREE TECHNOLOGIES EXCOM SL,, MANTENIMIENTO CAMARAS IP PABELLON PERIODO ABRIL A JUNIO 2018,322.5,
Informática,,,4T,2018-10-10,,FREE TECHNOLOGIES EXCOM SL,,MANTENIMIENTO WIFI PABELLON PERIODO ABRIL A JUNIO 2018,320.4,
Informática,,,4T,2018-12-26,,FREE TECHNOLOGIES EXCOM SL,,MANTENIMIENTO RADIO PERIODO 07/07/18 A 31/12/18,435.6,
Informática,,,4T,2018-10-05,,GOBIERNO INTELIGENTE SL,, PORTAL DE TRANSPARENCIA,10769,
Informática,,,4T,2018-12-26,,INCLUSITE S.L.,,"ADECUACIÓN DEL SERVICIO """"INCLUSITE"""" A LA ESTRUCTURA DE LA NUEVA WEB MUNICIPAL",1161.6,
Informática,,,4T,2018-11-29,,CONSULTORIA INTEGRAL DE SOFTWARE S L VIANUWE,,SUMINISTRO MONITORES Y ORDENADORES PORTATILES,4489.96,
Juventud,,,4T,2018-12-26,,CRISTALERIAS TORRELODONES SA,,MATERIAL FERRETERIA JUVENTUD,17.28,
Juventud,,,4T,2018-12-26,,CRISTALERIAS TORRELODONES SA,,CANDADO CASA JUVENTUD,15.9,
Juventud,,,4T,2018-12-26,,CRISTALERIAS TORRELODONES SA,,ESCALERA DE CINCO PELDAÑOS EDIFICIO TORREFORUM,47.95,
Juventud,,,4T,2018-12-26,,CRISTALERIAS TORRELODONES SA,,MATERIAL FERRETERIA JUVENTUD,95.58,
Juventud,,,4T,2018-12-26,,CRISTALERIAS TORRELODONES SA,,MATERIAL FERRETERIA JUVENTUD,129.82,
Juventud,,,4T,2018-12-17,,DECATHLON ESPAÑA SAU,,MATERIALES VARIOS PARA CENTRO DE OCIO,7.07,
Juventud,,,4T,2018-12-17,,GRAN BAZAR SWEET HOME,,MATERIALES VARIOS PARA MASQDNOCHE ZOMBIE RUN,4.8,
Juventud,,,4T,2018-12-17,,GRAN BAZAR SWEET HOME,,MATERIALES VARIOS MASQDNOCHE ZOMBIERUN,6,
Juventud,,,4T,2018-12-13,,SIERRA BUS SL,,TRANSPORTE ESCOLAR TORRELODONES-COLLADO VILLALBA Y REGRESO,192.72,
Juventud,,,4T,2018-12-17,,RENFE,,BONO  RENFE PARA CLUB DE RADIO,24.3,
Juventud,,,4T,2018-12-17,,RENFE,,BONO RENFE PARA CLUB DE RADIO,24.3,
Juventud,,,4T,2018-12-17,,ALCAMPO SAU,,ALIMENTOS MASQDNOCHEZOMBIERUN,26.52,
Juventud,,,4T,2018-12-17,,ALIMENTACION Y SERVICIOS VANINI SL,,ALIMENTOS PARA MASQDNOCHEWINTERPARTY,56.5,
Juventud,,,4T,2018-12-17,,AZV 2011 SL,,ALIMENTOS PARA MASQDNOCHEWINTERPARTY,28.22,
Juventud,,,4T,2018-12-17,,CENTROS COMERCIALES CARREFOUR SA,,ALIMENTOS PARA MASQDNOCHEZOMBIERUN,35.52,
Juventud,,,4T,2018-12-26,,CAMPILLO NEVADO SA,,TRIPTICO ACTIVIDADES OTOÑO,260.15,
Juventud,,,4T,2018-12-26,,CAMPILLO NEVADO SA,,LONA PUBLICITARIA FOROS ESCOLARES,192.39,
Juventud,,,4T,2018-11-13,,"REPROGRAFIA ZOCO 16, S.L.",,CARTELERÍA JUVENTUD,31,
Juventud,,,4T,2018-10-11,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,MATERIAL CARTELERÍA JUVENTUD,17.64,
Juventud,,,4T,2018-10-11,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,CARTELERÍA JUVENTUD,18.9,
Juventud,,,4T,2018-11-13,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,CARTELERÍA JUVENTUD,30.84,
Juventud,,,4T,2018-12-11,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,CARTELERÍA JUVENTUD,47.88,
Juventud,,,4T,2018-12-26,,ULLED MERINNO EVA MARIA PAPELERIA SIC,,CARTELERÍA JUVENTUD,60,
Juventud,,,4T,2018-12-28,,ALPHA CENTAURI GAMES SL,,"REALIZACION DE EVENTO DE VIDEOJUEGOS GAME OVER FEST, NAVIDAD 2018",1766.6,
Juventud,,,4T,2018-12-26,,AMANTARA S COOP MAD,,"ACTUALIZACION WEB, JORNADAS DE ORIENTACION AL ESTUDIANTE",783.48,
Juventud,,,4T,2018-10-05,,ASOCIACION CULTURAL FIN4FUN,,PROYECTO ACOMPAÑAMIENTO MENORES AL COLEGIO MES SEPTIEMBRE,756,
Juventud,,,4T,2018-11-14,,ASOCIACION CULTURAL FIN4FUN,,ACOMPAÑAMIENTO MENORES AL COLEGIO MES OCTUBRE,924,
Juventud,,,4T,2018-12-21,,ASOCIACION CULTURAL FIN4FUN,,ACOMPAÑAMIENTO DE MENORES AL COLEGIO (PEDIBUS) NOVIEMBRE 2018,840,
Juventud,,,4T,2018-11-13,,ASOCIACION JUVENIL LA MANO DEL CAMALEON,,"TALLER DE CARACTERIZACION, DINAMIZADORES Y ZOMBIE RUN MASQDNOCHE",675,
Juventud,,,4T,2018-10-18,,ASOCIACION JUVENIL LOIN DU SOL,,"COMPETICION DE PARKOUR URBAN FEST MASQDNOCHE (DISEÑO, ORGANIZACIÓN, EJECUCION)",630,
Juventud,,,4T,2018-12-28,,ASOCIACION LA SIERRA EDUCA,,"TALLER Y ESPECTACULO DE MAGIA EN TORREFORUM, NAVIDAD 2018",320,
