#Sección,b,c,Periodo,Fecha,NIF Beneficiario,Beneficiario,Tipo de Adjudicación,Descripción,Importe,Origen
Educación,,,1T,2019-03-26,,CREZCA SERVICIOS AUXILIARES SL,,CONSERJE CEIPSO EL ENCINAR MES FEBRERO 2019,2494.9,
Educación,,,1T,2019-03-27,,MAÑAS FRANQUEZA EVA,,SERVICIO HUERTOS ESCOLARES ECOLOGICOS MES FEBRERO 2019,3400.1,
Educación,,,1T,2019-01-01,,PROFORMA EJECUCION DE OBRAS Y RECONSTRUCIONES SL,,CERTIF. 5 REFORMA Y NUEVO PABELLON GIMNASIO COLEGIO LOURDES,11625.17,
Educación,,,1T,2019-03-25,,ACUSTICA INTEGRAL SL,,SUMINISTRO Y MONTAJE PANELES ACUSTICOS COMEDOR COLEGIO ENCINAR,14900,
Escuela Infantil,,,1T,2019-01-24,,"ELECNOR, S.A.",,% CORRESPONDIENTE      1629000600 SERVICIO MANTENIMIENTO CENTROS EDUCATIVOS PUBLICOS MES DICIEMBRE 2018,428.89,
Escuela Infantil,,,1T,2019-01-26,,"ELECNOR, S.A.",,% CORRESPONDIENTE      1629000700 SERVICIO MANTENIMIENTO CENTROS EDUCATIVOS PUBLICOS MES ENERO 2019,428.89,
Escuela Infantil,,,1T,2019-01-24,,"ELECNOR, S.A.",,% CORRESPONDIENTE      1629000500 SERVICIO MANTENIMIENTO EDIFICIOS MUNICIPALES MES DICIEMBRE 2018,713.81,
Escuela Infantil,,,1T,2019-02-26,,"ELECNOR, S.A.",,% CORRESPONDIENTE      1629010200 SERVICIO MANTENIMIENTO EDIFICIOS MUNICIPALES MES ENERO 2019,713.81,
Escuela Infantil,,,1T,2019-01-23,,"IRIF, S.L.",,SUSCRIPCION A LA REVISTA AULA DE INFANTIL NUMEROS 98 HASTA 102,81.5,
Escuela Infantil,,,1T,2019-03-08,,"ULLE MERINO, EVA MARIA",,SUMINISTRO CUENTOS ESCUELA INFANTIL LAS ARDILLAS,101.95,
Escuela Infantil,,,1T,2019-01-15,,IBREDROLA,,PERIODO 19/11/18 A 17/12/18 ,21.36,
Escuela Infantil,,,1T,2019-01-23,,"NATURGY IBERIA, S.A.",, PERIODO 21/11/18 A 18/12/18 ,1190.33,
Escuela Infantil,,,1T,2019-01-23,,"NATURGY IBERIA, S.A.",,PERIODO 21/11/18 A 18/12/18 ,169.05,
Escuela Infantil,,,1T,2019-03-07,,"NATURGY IBERIA, S.A.",,PERIODO 19/12/18 A 17/01/19 ,1114.89,
Escuela Infantil,,,1T,2019-03-07,,"NATURGY IBERIA, S.A.",, PERIODO 19/12/18 A 17/01/19 ,181.43,
Escuela Infantil,,,1T,2019-03-29,,"NATURGY IBERIA, S.A.",,PERIODO 18/01/2019 A 18/02/2019 ,1492.17,
Escuela Infantil,,,1T,2019-03-29,,"NATURGY IBERIA, S.A.",,PERIODO 18/01/19 A 18/02/19 ,193.71,
Escuela Infantil,,,1T,2019-03-07,,GALP ENERGÍA ESPAÑA,,PERIODO 18/07/16 A 19/08/16 CL SEÑORA SERGIA 29,109.13,
Escuela Infantil,,,1T,2019-03-07,,GALP ENERGÍA ESPAÑA,,PERIODO 17/11/15 A 15/12/15 CL SEÑORA SERGIA 29,1856.18,
Escuela Infantil,,,1T,2019-03-07,,GALP ENERGÍA ESPAÑA,,PERIODO 17/09/15 A 15/10/15 CL SEÑORA SERGIA 29,563.16,
Escuela Infantil,,,1T,2019-03-07,,GALP ENERGÍA ESPAÑA,,PERIODO 06/04/15 A 08/05/15 CL SEÑORA SERGIA 29,1628.99,
Escuela Infantil,,,1T,2019-03-29,,GALP ENERGÍA ESPAÑA,,PERIODO 11/01/19 A 08/02/19 CL. SEÑORA SERGIA 29,2510.34,
Escuela Infantil,,,1T,2019-03-29,,GALP ENERGÍA ESPAÑA,,PERIODO 09/02/19 A 28/02/19 CL. SEÑORA SERGIA 29,1680.79,
Escuela Infantil,,,1T,2019-03-08,,"PEREZ-CHIRINOS DEL RIO, SONI",,sUMINISTRO FALDAS MESA CAMILLA,271.15,
Escuela Infantil,,,1T,2019-03-25,,SUMINISTROS MADRILEÑOS ESCOLARES SL,,MATERIALES ESCOLARES,462.86,
Escuela Infantil,,,1T,2019-03-25,,DOSSAN EQUIPAMENTOS SL,,SUMINISTRO MATERIALES ESCOLARES,471.13,
Escuela Infantil,,,1T,2019-01-25,,INTEGRATEK SL,,CURSO EDUCADORAS DE LA ESCUELA INFANTIL LAS ARDILLAS A REALIZAR EL 9 DE FEBRERO 2019,294,
Escuela Infantil,,,1T,2019-03-07,,CEPEM,,"CURSO EDUCADORAS E.I. LAS ARDILLAS """"MIRA A TU ALREDEDOR"""" DEL 16 MARZO 2019.",510,
Escuela Infantil,,,1T,2019-01-25,,"BALYMA SERVICIOS INTEGRALES, S.L.",,% CORRESPONDIENTE      1 TRABAJOS LIMPIEZA EDIFICIOS MES DICIEMBRE 2018,5839.3,
Escuela Infantil,,,1T,2019-02-27,,"BALYMA SERVICIOS INTEGRALES, S.L.",,% CORRESPONDIENTE      7 TRABAJOS LIMPIEZA EDIFICIOS MES ENERO 2019,5839.3,
Escuela Infantil,,,1T,2019-02-26,,CENTRAL DE CATERING SERVICATERING SL,, MENU NIÑOS Y PROFESORES MES ENERO 2019,10963.03,
Escuela Infantil,,,1T,2019-03-25,,CENTRAL DE CATERING SERVICATERING SL,,MENUS NIÑOS Y PROFESORES MES FEBRERO 2019,10829.93,
Escuela Municipal de Idiomas,,,1T,2019-01-24,,"ELECNOR, S.A.",,% CORRESPONDIENTE SERVICIO MANTENIMIENTO CENTROS EDUCATIVOS PUBLICOS MES DICIEMBRE 2018,107.22,
Escuela Municipal de Idiomas,,,1T,2019-02-26,,"ELECNOR, S.A.",,% CORRESPONDIENTE SERVICIO MANTENIMIENTO CENTROS EDUCATIVOS PUBLICOS MES ENERO 2019,107.22,
Escuela Municipal de Idiomas,,,1T,2019-01-24,,"ELECNOR, S.A.",,% CORRESPONDIENTE SERVICIO MANTENIMIENTO EDIFICIOS MUNICIPALES MES DICIEMBRE 2018,345.62,
Escuela Municipal de Idiomas,,,1T,2019-02-26,,"ELECNOR, S.A.",,% CORRESPONDIENTE  SERVICIO MANTENIMIENTO EDIFICIOS MUNICIPALES MES ENERO 2019,345.62,
Escuela Municipal de Idiomas,,,1T,2019-01-23,,"NATURGY IBÉRICA, S.A.",,CONTRATO 19480433 PERIODO 15/10/18 A 14/11/18 ,320.94,
Escuela Municipal de Idiomas,,,1T,2019-02-27,,"NATURGY IBÉRICA, S.A.",,CONTRATO 19480433 PERIODO 15/11/18 A 13/12/18 ,345.71,
Escuela Municipal de Idiomas,,,1T,2019-03-29,,"NATURGY IBÉRICA, S.A.",,CONTRATO 19480433 PERIODO 14/12/18 A 14/01/19 ,277.77,
Escuela Municipal de Idiomas,,,1T,2019-03-29,,"NATURGY IBÉRICA, S.A.",,CONTRATO 30005629 PERIODO 16/01/19 A 13/03/19 ,637.95,
Escuela Municipal de Idiomas,,,1T,1900-02-16 02:09:36,,GALP ENERGÍA,,CONTRATO 30005629 PERIODO 08/05/17 A 06/07/17 CL JAVIER GARCIA DE LEANIZ 9,47.09,
Escuela Municipal de Idiomas,,,1T,2019-03-29,,GALP ENERGÍA,,CONTRATO 30005629 PERIODO 08/05/17 A 06/07/17 CL JAVIER GARCIA DE LEANIZ 9,637.95,
Escuela Municipal de Idiomas,,,1T,2019-03-08,,"ULLED MERINO, EVA MARIA",,SUMINISTRO CARTULINAS COLORES GRANDES ESCUELA DE IDIOMAS,7.5,
Escuela Municipal de Idiomas,,,1T,2019-03-25,,"ULLED MERINO, EVA MARIA",,MATERIAL PAPELERIA PARA ESCUELA DE IDIOMAS,58.2,
Escuela Municipal de Idiomas,,,1T,2019-01-25,,BALYMA SERVICIOS INTEGRALES SL,,% CORRESPONDIENTE     1 TRABAJOS LIMPIEZA EDIFICIOS MES DICIEMBRE 2018,875.82,
Escuela Municipal de Idiomas,,,1T,2019-02-27,,BALYMA SERVICIOS INTEGRALES SL,,% CORRESPONDIENTE     7 TRABAJOS LIMPIEZA EDIFICIOS MES ENERO 2019,875.82,
Escuela Municipal de Idiomas,,,1T,2019-01-16,,"ULLED MERINO, EVA MARIA",,SUMINISTRO MATERIAL DE PAPELERIA PARA LA ESCUELA DE IDIOMAS,64.94,
Escuela Municipal de Idiomas,,,1T,2019-01-23,,MANPOWER TEAM ETT SAU,,PERSONAL DOCENTE -  DEL 08/01/19 AL 09/01/19,256.86,
Escuela Municipal de Idiomas,,,1T,2019-01-24,,MANPOWER TEAM ETT SAU,,PERSONAL DOCENTE  PERIODO 12/12/18 A 12/12/18,171.24,
Escuela Municipal de Idiomas,,,1T,2019-02-16,,MANPOWER TEAM ETT SAU,,PERSONAL DOCENTE- PERIODO 31/01/19 A 31/01/19,214.78,
Escuela Municipal de Idiomas,,,1T,2019-02-16,,MANPOWER TEAM ETT SAU,,PERSONAL DOCENTE PERIODO 08/01/19 A 31/01/19,1289.52,
Escuela Municipal de Idiomas,,,1T,2019-03-08,,"ULLED MERINO, EVA MARIA",,COPIAS A4 COLOR PARA ESCUELA DE IDIOMAS,9.9,
Escuela Municipal de Idiomas,,,1T,2019-03-25,,"ULLED MERINO, EVA MARIA ",,"COPIAS, PLEGADO Y GRAPADO FOLLETO PARA ESCUELA DE IDIOMAS",123.58,
Escuela Municipal de Idiomas,,,1T,2019-03-25,,MANPOWER TEAM ETT SAU,,PERSONAL DOCENTE  DEL 04/02/19 AL 06/02/19,386.6,
Escuela Municipal de Idiomas,,,1T,2019-03-25,,MANPOWER TEAM ETT SAU,,PERSONAL DOCENTE  DEL 07/02/19 AL 07/02/19,214.78,
Escuela Municipal de Idiomas,,,1T,2019-03-25,,MANPOWER TEAM ETT SAU,,PERSONAL DOCENTE DEL 27/02/19 AL 27/02/19,211.92,
Escuela Municipal de Idiomas,,,1T,2019-03-25,,MANPOWER TEAM ETT SAU,,PERSONAL DOCENTE DEL 11/02/19 AL 11/02/19,128.87,
Escuela Municipal de Idiomas,,,1T,2019-03-25,,MANPOWER TEAM ETT SAU,,PERSONAL DOCENTE DEL 04/02/19 AL 06/02/19,601.37,
Escuela Municipal de Idiomas,,,1T,2019-03-04,,MANPOWER TEAM ETT SAU,,ABONO PARTE POR ERROR EN CONTABILIZACION DIAS,-128.87,
Escuela Municipal de Idiomas,,,1T,2019-02-07,,AYUNTAMIENTO,,SUBVENCIONES CONCEDIDAS PARA ACTIVIDADES EN ESCUELA DE IDIOMAS MES DE DICIEMBRE 2018. RSL 164/2019,957,
Escuela Municipal de Idiomas,,,1T,2019-02-25,,AYUNTAMIENTO,,SUBVENCIONES CONCEDIDAS PARA ACTIVIDADES ESCUELA DE IDIOMAS EN EL MES DE ENERO. RSL 412/2019,957,
Escuela Municipal de Idiomas,,,1T,2019-03-08,,AYUNTAMIENTO,,SUBVENCIONES CONCEDIDAS PARA ACTIVIDADES ESCUELA IDIOMAS EN EL MES DE FEBRERO. RESOLUCION 528/2019,940.5,
Escuela Municipal de Música y Danza,,,1T,2019-01-25,,ADECCO TT SA,,HORAS TRABAJADOR SUSTITUTO MES DE DICIEMBRE 2018,1346.14,
Escuela Municipal de Música y Danza,,,1T,2019-01-25,,ADECCO TT SA,,HORAS TRABAJADORA SUSTITUTA MES NOVIEMBRE 2018,277.39,
Escuela Municipal de Música y Danza,,,1T,2019-01-25,,ADECCO TT SA,,HORAS TRABAJADORES SUSTITUTOS  MES NOVIEMBRE 2018,2447.53,
Escuela Municipal de Música y Danza,,,1T,2019-02-06,,ADECCO TT SA,,HORAS TRABAJADORES SUSTOTUTOS MES NOVIEMBRE 2018,1346.14,
Escuela Municipal de Música y Danza,,,1T,2019-02-26,,MARTIN GANADO CELIA,,TALLER PERFECCIONAMIENTO VOCAL MES DE ENERO,750,
Escuela Municipal de Música y Danza,,,1T,2019-02-27,,ADECCO TT SA,,HORAS TRABAJADORES SUSTTITUO MES DE ENERO 2019,1550.1,
Escuela Municipal de Música y Danza,,,1T,2019-02-27,,ADECCO TT SA,,HORAS TRABAJADORES SUSTITUTOS MES DE  ENERO 2019,2186.46,
Escuela Municipal de Música y Danza,,,1T,2019-01-01,,EVA MARIA ULLED MERINO,,FOTOCOPIAS ESCUELA DANZA Y MUSICA,16.25,
Escuela Municipal de Música y Danza,,,1T,2019-01-01,,MARTIN IGLESIAS MARIA PILAR,, TRASLADO INSTRUMENTOS MUSICALES DESDE CASA ROSA  A TEATRO BULEVAR PARA GALA DE NAVIDAD,290.4,
Escuela Municipal de Música y Danza,,,1T,2019-02-26,,TACONES FLAMENCOS SL,,SUMINISTRO FALDAS DE BAILE FLAMENCO Y CHAQUETILLAS,455.54,
Medio Ambiente,,,1T,2019-03-14,,MANCOMUNIDAD DE MUNICIPIOS DEL NOROESTE,,LIQU. PROVISIONAL  1º TRIMESTRE 2019  TASA POR ELIMINACION RESIDUOS URBANOS EN INSTALACIONES DE LA MANCOMUNIDAD,35888.2,
Medio Ambiente,,,1T,2019-01-01,,URBASER SA,, SERVICIOS RECOGIDA R.S.U. Y PUNTO LIMPIO DICIEMBRE 2018,64780.1,
Medio Ambiente,,,1T,2019-01-01,,URBASER SA,,SERVICIOS RECOGIDA R.S.U. Y PUNTO LIMPIO DICIEMBRE 2018,1445.26,
Medio Ambiente,,,1T,2019-02-26,,URBASER SA,, SERVICIOS RECOGIDA R.S.U. Y PUNTO LIMPIO MES ENERO 2019,66225.36,
Medio Ambiente,,,1T,2019-03-08,,CESPA GR S.A.U.,,TRATAMIENTO DE RESIDUOS VEGETALES EN PLANTA DE COMPOSTAJE DE VILLANUEVA DE LA CAÑADA DICIEMBRE,600.03,
Medio Ambiente,,,1T,2019-01-01,,URBASER SA,,SERVICIOS LIMPIEZA VIARIA Y GRAFFITIS DICIEMBRE 2018,55634.87,
Medio Ambiente,,,1T,2019-01-01,,URBASER SA,,SERVICIOS LIMPIEZA VIARIA Y GRAFFITIS DICIEMBRE 2018,1241.22,
Medio Ambiente,,,1T,2019-02-26,,URBASER SA,,SERVICIOS LIMPIEZA VIARIA Y GRAFFITIS MES ENERO 2019,56876.09,
Medio Ambiente,,,1T,2019-03-25,,"PROLISER, S.L.",,SUMINISTRO PRODUCTO QUITA SOMBRAS 60,998.25,
Medio Ambiente,,,1T,2019-01-23,,TRANSTEL SA,,   ALQUILER 0408 JTH NISSAN CABSTAR NT400 VOLQUETE MES DICIEMBRE 2018,968,
Medio Ambiente,,,1T,2019-01-23,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,"  A-1819-117765  ALQUILER VEHICULO HYD7909,MES NOVIEMBRE",483.96,
Medio Ambiente,,,1T,2019-01-23,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,  A-1819-117760  ALQUILER VEHICULO HZX0104 MES NOVIEMBRE,868.73,
Medio Ambiente,,,1T,2019-01-23,,TRANSTEL SA,,   ALQUILER 9207 GDN Y 0408 JTH NISSAN CABSTAR VOLQUETES NOVIEMBRE 2018,967.76,
Medio Ambiente,,,1T,2019-01-23,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,"  ALQUILER VEHICULO HZX0104, MES OCTUBRE",868.73,
Medio Ambiente,,,1T,2019-01-23,,TRANSTEL SA,,    ALQUIER 9207 GDN NISSAN CABSTAR  VOLQUETE ( ALQUILER DEL 01/10/2018 AL 31/10/2018 ),968,
Medio Ambiente,,,1T,2019-01-24,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",, ALQUILER VEHICULO HYD7909 MES DICIEMBRE 2018,483.96,
Medio Ambiente,,,1T,2019-01-24,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",, ALQUILER VEHICULO HZX0104 MES DICIEMBRE 2018,868.73,
Medio Ambiente,,,1T,2019-01-24,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",, ALQUILER VEHICULO KMV8278 MES DICIEMBRE 2018,427.76,
Medio Ambiente,,,1T,2019-02-27,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",, ALQUILER VEHICULO KMV8278 MES ENERO 2019,427.76,
Medio Ambiente,,,1T,2019-02-27,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",, ALQUILER VEHICULO KSZ7708 DEL 29/01/19 AL 31/01/19,74.6,
Medio Ambiente,,,1T,2019-03-14,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO KSL8865 DEL 04/01/19 AL 31/01/19,338.46,
Medio Ambiente,,,1T,2019-03-25,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,RETENCION CREDITO PARA  NORTHGATE DAÑOS EXCLUIDOS DE COBERTURA,9310.62,
Medio Ambiente,,,1T,2019-03-25,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO KSL8865 DEL 01/02/19 AL 28/02/19,367.59,
Medio Ambiente,,,1T,2019-03-25,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO KSZ7708 DEL 01/02/19 AL 28/02/19,756.2,
Medio Ambiente,,,1T,2019-03-25,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO KMV8278 DEL 01/02/19 AL 28/02/19,427.76,
Medio Ambiente,,,1T,2019-03-26,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,VEHICULO 6769HTN DAÑOS EXCLUIDOS DE LA COBERTURA DEL SERVICIO: LIMPIEZA INTERIOR Y ROTURA TAP,586.85,
Medio Ambiente,,,1T,2019-03-26,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO HTF7559 DEL 01/01/19 AL 29/01/19,716.22,
Medio Ambiente,,,1T,2019-03-26,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",, ALQUILER VEHICULO HZX0104 MES ENERO 2019,868.73,
Medio Ambiente,,,1T,2019-03-26,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO HYD7909 DEL 01/01/19 AL 04/01/19,47.73,
Medio Ambiente,,,1T,2019-03-26,,"NORTHGATE ESPAÑA RENTING FLEXIBLE, S.A.",,ALQUILER VEHICULO 9066KDS T. HILUX DEL 01/06/18 AL 30/06/18,873.9,
Medio Ambiente,,,1T,2019-03-26,,TRANSTEL SA,,ALQUILER VEHICULO 0408-JTH NISSAN CABSTAR NT400 VOLQUETE MES ENERO 2019,968,
Medio Ambiente,,,1T,2019-01-24,,"ELECNOR, S.A",,   SERVICIO MANTENIMIENTO EDIFICIOS MUNICIPALES MES DICIEMBRE 2018,61.62,
Medio Ambiente,,,1T,2019-02-26,,"ELECNOR, S.A",,ERVICIO MANTENIMIENTO EDIFICIOS MUNICIPALES MES ENERO 2019,61.62,
Medio Ambiente,,,1T,2019-01-24,,SOLRED S.A.,,OPERACIONES REALIZADAS CON TARJETA SOLRED MES DICIEMBRE SERV. GENERALES,225.48,
Medio Ambiente,,,1T,2019-03-08,,SOLRED S.A.,,OPERACIONES REALIZADAS CON TARJETA SOLRED MES ENERO SERV. GENERALES,816.38,
Medio Ambiente,,,1T,2019-01-23,,CRISTALERIAS TORRELODONES SA,,  SUMINISTRO MATERIALES MEDIO AMBIENTE,28.81,
Medio Ambiente,,,1T,2019-01-23,,CRISTALERIAS TORRELODONES SA,,  REPARACION BOMBIN + INSTALACION MEDIO AMBIENTE,50.82,
Medio Ambiente,,,1T,2019-01-23,,CRISTALERIAS TORRELODONES SA,,  SUMINISTRO MATERIALES MEDIO AMBIENTE,49.46,
Medio Ambiente,,,1T,2019-01-23,,CRISTALERIAS TORRELODONES SA,,  SUMINISTRO MATERIALES MEDIO AMBIENTE,125.49,
Medio Ambiente,,,1T,2019-02-19,,"JARDINERIA FONSECA, S.A.",,   SUMINISTRO MATERIAL JARDINERIA,549,
Medio Ambiente,,,1T,2019-02-26,,"JARDINERIA FONSECA, S.A.",,SUMINISTRO MATERIAL JARDINERIA MEDIO AMBIENTE,484.57,
Medio Ambiente,,,1T,2019-02-26,,DS LINEA VERDE SL,,SUMINISTRO BOLSAS EXCREMENTOS,1490.6,
Medio Ambiente,,,1T,2019-03-25,,"JARDINERIA FONSECA, S.A.",,SUMINISTRO SPRAY LIMPIADOR UNIVERSAL VARIOCLEAN STIHL MEDIO AMBIENTE,8,
Medio Ambiente,,,1T,2019-03-25,,"JARDINERIA FONSECA, S.A.",,SUMINISTRO MATERIAL JARDINERIA,632.53,
Medio Ambiente,,,1T,2019-03-08,,SAZ GARCIA JOSE LUIS DEL,,SUSCRIPCION ANUAL A  ASOCIACION ESPAÑOLA DE ARBORICULTURA.,250,
Medio Ambiente,,,1T,2019-01-01,,FUNDACION DE LA UNIVERSIDAD AUTONOMA DE MADRID,,  ESTUDIO DE LA FLORA Y VEGETACION DE TORRELODONES CON INDICACIÓN DE ENCLAVES Y ÁREAS DE ESPECIAL I,1815,
Medio Ambiente,,,1T,2019-01-01,,"INTI, S.A.",,  CAMPAÑA FUMIGACION PROCESIONARIA DEL PINO 2018 (SUBVENCION AYTO),2440,
Medio Ambiente,,,1T,2019-01-01,,SOCIEDAD ESPAÑOLA DE ORNITOLOGIA,,   COLOCACION 150 CAJAS NIDO ANTIPICIDOS + GANCHOS,2178,
Medio Ambiente,,,1T,2019-01-16,,ARAT VETERINARIO TORRELODONES SL,,     CENTRO ACOGIDA ANIMAL MES DICIEMBRE,3974.8,
Medio Ambiente,,,1T,2019-02-19,,VICENTE FRUTOS ANGEL,,  RECOGIDA RESTOS DE PODA/ALQUILER,84.7,
Medio Ambiente,,,1T,2019-02-19,,VICENTE FRUTOS ANGEL,,  RECOGIDA RESTOS DE PODA/ALQUILER,84.7,
Medio Ambiente,,,1T,2019-02-26,,ARAT VETERINARIO TORRELODONES SL,,CENTRO DE ACOGIDA ANIMAL SERVICIOS PRESTADOS MES ENERO 2019,3974.8,
Medio Ambiente,,,1T,2019-03-08,,VICENTE FRUTOS ANGEL,,RECOGIDA RESTOS DE PODA/ALQUILER,84.7,
Medio Ambiente,,,1T,2019-03-14,,ARAT VETERINARIO TORRELODONES SL,,ACTUACIONES CLINICAS EN C.A.A. Y ESTERILIZACIONES EN COLONIAS FELINAS MES JUNIO 2018,3310.17,
Medio Ambiente,,,1T,2019-03-14,,ARAT VETERINARIO TORRELODONES SL,,ACTUACIONES CLINICAS EN C.A.A. Y ESTERILIZACIONES EN COLONIAS FELINAS MES AGOSTO 2018,2936.79,
Medio Ambiente,,,1T,2019-03-14,,ARAT VETERINARIO TORRELODONES SL,,ACTUACIONES CLINICAS EN C.A.A. Y ESTERILIZACIONES EN COLONIAS FELINAS MES SEPTIEMBRE 2018,4201.53,
Medio Ambiente,,,1T,2019-03-25,,ARAT VETERINARIO TORRELODONES SL,,CENTRO DE ACOGIDA ANIMAL SERVICIOS PRESTADOS MES FEBRERO 2019,3974.8,
Medio Ambiente,,,1T,2019-01-01,,VALORIZA SERVICIOS MEDIOAMBIENTALES SA,,"  SERVICIO DE CONSERVACIÓN Y MANTENIMIENTO DE PARQUES, JARDINES Y ZONAS VERDES Y ARBOLADO",36516.98,
Medio Ambiente,,,1T,2019-01-01,,VALORIZA SERVICIOS MEDIOAMBIENTALES SA,,"   SERVICIO DE CONSERVACIÓN Y MANTENIMIENTO DE PARQUES, JARDINES Y ZONAS VERDES Y ARBOLADO",43011.8,
Medio Ambiente,,,1T,2019-01-01,,VALORIZA SERVICIOS MEDIOAMBIENTALES SA,,"   SERVICIO CONSERVACION Y MANTENIMIENTO DE PARQUES, JARDINES Y ZONAS VERDES Y ARBOLADO NOV",43011.8,
Medio Ambiente,,,1T,2019-01-01,,ASES XXI SL,,  INSPECCION PISTA DE DEPORTES SOBRE RUEDAS EN ABRIL C/ HERREN DE MADRID,542,
Medio Ambiente,,,1T,2019-01-01,,ASES XXI SL,,  INSPECCION PISTA DE DEPORTES SOBRE RUEDAS EN ABRIL C/ HERREN DE MADRID,1.9,
Medio Ambiente,,,1T,2019-01-01,,VALORIZA SERVICIOS MEDIOAMBIENTALES SA,,"   SERVICIO CONSERVACION Y MANTENIMIENTO DE PARQUES, JARDINES Y ZONAS VERDES Y ARBOLADO DIC",33874.16,
Medio Ambiente,,,1T,2019-01-01,,VALORIZA SERVICIOS MEDIOAMBIENTALES SA,,"   SERVICIO CONSERVACION Y MANTENIMIENTO DE PARQUES, JARDINES Y ZONAS VERDES Y ARBOLADO DIC",9137.64,
Medio Ambiente,,,1T,2019-01-23,,SERVICIOS INTEGRALES DE FINCAS URBANAS DE MADRID SL,,"SERVICIO LIMPIEZA, CONSERVACION Y MANTO PRADO GRANDE Y HUMEDAL MES NOVIEMBRE 2018",2623.52,
Medio Ambiente,,,1T,2019-01-23,,SERVICIOS INTEGRALES DE FINCAS URBANAS DE MADRID SL,, SERVICIO LIMPIEZA Y JARDINERIA URB MONTEALEGRIA MES NOVIEMBRE 2018,333.92,
Medio Ambiente,,,1T,2019-01-24,,SERVICIOS INTEGRALES DE FINCAS URBANAS DE MADRID SL,,"LIMPIEZA, CONSERVACION Y MANTO PRADO GRANDE Y HUMEDAL MES DICIEMBRE 2018",2623.52,
Medio Ambiente,,,1T,2019-01-24,,SERVICIOS INTEGRALES DE FINCAS URBANAS DE MADRID SL,,JARDINERIA Y LIMPIEZA URB MONTEALEGRIA MES DICIEMBRE 2018,333.92,
Medio Ambiente,,,1T,2019-01-24,,"GRUPORAGA, S.A.",, TRABAJOS FORESTALES MES DICIEMBRE 2018,4233.96,
Medio Ambiente,,,1T,2019-01-25,,"GRUPORAGA, S.A.",, LIMPIEZA DE TESELAS Y SENDAS MES DICIEMBRE 2018,2566.04,
Medio Ambiente,,,1T,2019-01-29,,VALORIZA SERVICIOS MEDIOAMBIENTALES SA,," TALA MEDIANTE TREPA, PINOS APARCAMIENTO AV DEHESAS TRABAJOS EXTRAORDINARIOS",4122.94,
Medio Ambiente,,,1T,2019-02-20,,"SERVICIOS INTEGRALES EN MADERA DE EXTERIORES, SL",,"   CONSERVACION, REPARACION Y GESTION SEGURIDAD AREAS JUEGOS INFANTILES MES DICIEMBRE 2018",1305.49,
Medio Ambiente,,,1T,2019-02-26,,"GRUPORAGA, S.A.",, LIMPIEZA DE TESELAS Y SENDAS MES ENERO 2019,2566.04,
Medio Ambiente,,,1T,2019-02-26,,"GRUPORAGA, S.A.",,TRABAJOS FORESTALES MES ENERO 2019,4233.96,
Medio Ambiente,,,1T,2019-02-26,,VALORIZA SERVICIOS MEDIOAMBIENTALES SA,,"CONSERVACION Y MANTENIMIENTO DE PARQUES, JARDINES Y ZONAS VERDES Y ARBO",43011.8,
Medio Ambiente,,,1T,2019-03-14,,VALORIZA SERVICIOS MEDIOAMBIENTALES SA,,ACONDICIONAMIENTO DE ZONAS AJARDINADAS CON ARIDOS,10945.12,
Medio Ambiente,,,1T,2019-03-14,,"GRUPORAGA, S.A.",,LIMPIEZA DE TESELAS Y SENDAS MES FEBRERO 2019,2566.04,
Medio Ambiente,,,1T,2019-03-14,,"GRUPORAGA, S.A.",,TRABAJOS FORESTALES MES FEBRERO 2019,4233.96,
Medio Ambiente,,,1T,2019-03-25,,VALORIZA SERVICIOS MEDIOAMBIENTALES SA,,"CONSERVACION Y MANTENIMIENTO DE PARQUES, JARDINES Y ZONAS VERDES Y ARBO",43011.8,
Medio Ambiente,,,1T,2019-03-26,,"SERVICIOS INTEGRALES EN MADERA DE EXTERIORES, SL",,"CONSERVACION, REPARACION Y GESTION SEGURIDAD AREAS JUEGOS INFANTILES MES ENERO 2019",1305.49,
